title,author,release_date,last_updated,language,ebook,character_set_encoding,chapter_count,section_count,lines_count,number_of_words,publish_year
Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,"March 3, 2004","March 3, 2004",English,11422,ASCII,0,4,7811,67476,2004
The Trade Union Woman,Alice Henry,"March 3, 2004","March 3, 2004",English,11424,ASCII,1,4,10887,98910,2004
"Punch, or the London Charivari, Vol. 153, Dec. 5, 1917",Various,"March 3, 2004","March 3, 2004",English,11425,US-ASCII,0,4,2126,14222,2004
The Call of the North,Stewart Edward White,"March 3, 2004","March 3, 2004",English,11426,ASCII,0,4,4725,36715,2004
A Grandmother's Recollections,Ella Rodman,"March 3, 2004","March 3, 2004",English,11427,ASCII,16,4,4478,44716,2004
"Punch, or the London Charivari, Vol. 153, Nov. 14, 1917",Various,"March 3, 2004","March 3, 2004",English,11428,US-ASCII,0,4,1990,14891,2004
"Punch, or the London Charivari, Vol. 156, April 30, 1919",Various,"March 3, 2004","March 3, 2004",English,11429,US-ASCII,0,4,2253,16679,2004
"Character Sketches of Romance, Fiction and the Drama, Vol 1","The Rev. E. Cobham Brewer, LL.D.","March 4, 2004","January 22, 2006",English,11431,ASCII,0,4,29096,215829,2004
The Youth's Coronal,Hannah Flagg Gould,"March 3, 2004","March 3, 2004",English,11432,US-ASCII,0,4,4885,25783,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 4, 2004","March 4, 2004",English,11433,ASCII,0,4,1862,15710,2004
Small Means and Great Ends,Edited by Mrs. M. H. Adams,"March 4, 2004","March 4, 2004",English,11435,US-ASCII,0,4,3833,33615,2004
"Stories by American Authors, Volume 1",Various,"March 4, 2004","March 4, 2004",English,11436,ASCII,0,4,5238,42551,2004
"Stories by American Authors, Volume 5",Various,"March 4, 2004","January 22, 2005",English,11437,ASCII,0,4,5326,47302,2004
The Willows,Algernon Blackwood,"March 4, 2004","March 4, 2004",English,11438,ASCII,0,4,2415,22814,2004
The Snow-Drop,Sarah S. Mower,"March 4, 2004","March 4, 2004",English,11439,US-ASCII,0,4,4015,22927,2004
Tales of Three Hemispheres,Lord Dunsany,"March 4, 2004","March 4, 2004",English,11440,ASCII,0,4,3011,30036,2004
"The Solitary of Juan Fernandez, or The Real Robinson Crusoe",Joseph Xavier Saintine,"March 4, 2004","March 4, 2004",English,11441,ASCII,24,4,4746,40061,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 4, 2004","March 4, 2004",English,11442,ASCII,0,4,2086,15775,2004
"Punch, or the London Charivari, Vol. 153, Nov. 28, 1917",Various,"March 4, 2004","March 4, 2004",English,11443,US-ASCII,0,4,2008,14893,2004
"Punch, or the London Charivari, Vol. 153, Dec. 12, 1917",Various,"March 4, 2004","March 4, 2004",English,11444,US-ASCII,0,4,2035,14657,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,"March 4, 2004","March 4, 2004",English,11445,US-ASCII,0,4,2127,16142,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 4, 2004","March 4, 2004",English,11446,US-ASCII,0,4,1993,16220,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 4, 2004","March 4, 2004",English,11447,US-ASCII,0,4,1926,15938,2004
Cicero,Rev. W. Lucas Collins,"March 5, 2004","March 5, 2004",English,11448,ASCII,12,4,5369,56338,2004
An Enquiry into the Obligations of Christians to Use Means for the,William Carey,"March 5, 2004","March 5, 2004",English,11449,US-ASCII,0,4,2124,18212,2004
The Rome Express,Arthur Griffiths,"March 5, 2004","March 5, 2004",English,11451,ASCII,20,4,5298,38387,2004
"Stories by American Authors, Volume 6",Various,"March 5, 2004","March 5, 2004",English,11452,ASCII,0,4,4658,41845,2004
A Visit To The United States In 1841,Joseph Sturge,"March 5, 2004","March 5, 2004",English,11454,ASCII,0,4,11411,107654,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 5, 2004","March 5, 2004",English,11455,ASCII,0,4,1945,15340,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 5, 2004","March 5, 2004",English,11456,ASCII,0,4,1994,15746,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 5, 2004","March 5, 2004",English,11457,US-ASCII,0,4,1912,15940,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 5, 2004","March 5, 2004",English,11458,US-ASCII,0,4,2072,15955,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 5, 2004","March 5, 2004",English,11459,ASCII,0,4,2043,15893,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 5, 2004","March 5, 2004",English,11460,ASCII,0,4,1873,15565,2004
Armenian Literature,Anonymous,"March 5, 2004","March 5, 2004",English,11461,ASCII,0,4,6805,51315,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 5, 2004","March 5, 2004",English,11462,ASCII,0,4,2005,16195,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 5, 2004","March 5, 2004",English,11463,US-ASCII,0,4,2152,15694,2004
"Cuba, Old and New",Albert Gardner Robinson,"March 5, 2004","March 5, 2004",English,11464,ASCII,1,4,6566,68381,2004
"Atlantic Monthly, Volume 6, No. 38, December, 1860",Various,"March 5, 2004","March 5, 2004",English,11465,US-ASCII,2,5,9009,87024,2004
"Punch, or the London Charivari, Vol. 153, Dec. 19, 1917",Various,"March 5, 2004","March 5, 2004",English,11466,US-ASCII,0,4,2110,15018,2004
Darkest India,Commissioner Booth-Tucker,"March 6, 2004","March 6, 2004",English,11468,ASCII,35,4,5890,51721,2004
Boy Scouts on Motorcycles,G. Harvey Ralphson,"March 6, 2004","March 6, 2004",English,11469,ASCII,20,4,6369,46022,2004
His Big Opportunity,Amy Le Feuvre,"March 6, 2004","March 6, 2004",English,11470,ASCII,0,4,5551,42147,2004
Shareholders,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11471,US-ASCII,0,4,968,7698,2004
Paying Off,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11472,US-ASCII,0,4,839,6911,2004
Made to Measure,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11473,US-ASCII,0,4,937,6704,2004
Sam's Ghost,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11474,US-ASCII,0,4,880,7126,2004
The Convert,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11475,US-ASCII,0,4,972,7320,2004
Husbandry,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11476,US-ASCII,0,4,1028,8373,2004
Family Cares,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11477,US-ASCII,0,4,946,6607,2004
Bedridden and The Winter Offensive,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11478,US-ASCII,0,4,802,6078,2004
The Substitute,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11479,US-ASCII,0,4,942,7840,2004
Striking Hard,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11480,US-ASCII,0,4,961,7210,2004
Dirty Work,W.W. Jacobs,"March 6, 2004","March 6, 2004",English,11481,US-ASCII,0,4,972,7946,2004
The Life and Letters of Lewis Carroll,Stuart Dodgson Collingwood,"March 6, 2004","March 6, 2004",English,11483,ASCII,22,4,13105,99041,2004
Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,"March 6, 2004","March 6, 2004",English,11485,US-ASCII,0,4,948,8345,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,"March 6, 2004","March 6, 2004",English,11486,US-ASCII,0,4,2022,15586,2004
"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,"March 6, 2004","March 6, 2004",English,11487,US-ASCII,0,4,1962,16270,2004
"The Poetical Works of John Dryden, Vol I",John Dryden,"March 7, 2004","March 7, 2004",English,11488,ASCII,0,4,13040,97083,2004
"Some Historical Account of Guinea, Its Situation, Produce, and the General Disposition of Its Inhabitants",Anthony Benezet,"March 7, 2004","March 7, 2004",English,11489,ASCII,1,4,5080,46886,2004
American Negro Slavery,Ulrich Bonnell Phillips,"March 7, 2004","March 7, 2004",English,11490,ASCII,24,4,19931,199818,2004
"Punch, or the London Charivari, Vol. 153, October 31, 1917",Various,"March 7, 2004","March 7, 2004",English,11491,ASCII,2,4,2119,14664,2004
The Blotting Book,E. F. Benson,"March 7, 2004","December 21, 2004",English,11493,ASCII,11,4,4551,39985,2004
Poetry,Arthur Thomas Quiller-Couch,"March 7, 2004","March 7, 2004",English,11496,ASCII,0,4,1485,13642,2004
"Scientific American Supplement, No. 601, July 9, 1887",Various,"March 7, 2004","March 7, 2004",English,11498,ASCII,0,4,4340,40582,2004
"An Essence Of The Dusk, 5th Edition",F. W. Bain,"March 7, 2004","March 7, 2004",English,11499,ASCII,0,4,2322,23600,2004
Laughing Bill Hyde and Other Stories,Rex Beach,"March 16, 2004","March 16, 2004",English,11501,US-ASCII,0,4,10931,91756,2004
Keeping up with Lizzie,Irving Bacheller,"March 16, 2004","March 16, 2004",English,11503,ASCII,0,4,3167,24503,2004
Further Foolishness,Stephen Leacock,"March 7, 2004","March 7, 2004",English,11504,ASCII,5,4,7565,51906,2004
All Things Considered,G. K. Chesterton,"March 7, 2004","March 7, 2004",English,11505,ASCII,0,4,5811,62909,2004
"The Old Bell Of Independence; Or, Philadelphia In 1776",Henry C. Watson,"March 7, 2004","March 7, 2004",English,11506,ASCII,0,4,5027,46552,2004
The Lure of San Francisco,Elizabeth Gray Potter and Mabel Thayer Gray,"March 8, 2004","March 8, 2004",English,11507,ASCII,0,4,2848,24224,2004
Reminiscences of a Pioneer,Colonel William Thompson,"March 8, 2004","March 8, 2004",English,11508,ASCII,0,4,5654,60545,2004
The Life of Jesus Christ for the Young,Richard Newton,"March 8, 2004","March 8, 2004",English,11509,ASCII,0,4,8025,74213,2004
Fascinating San Francisco,Fred Brandt and Andrew Y. Wood,"March 8, 2004","March 8, 2004",English,11510,ASCII,0,4,1744,14632,2004
O. Henry Memorial Award Prize Stories of 1921,Various,"March 8, 2004","March 8, 2004",English,11512,ASCII,0,4,14775,122664,2004
On Land And Sea At The Dardanelles,Thomas Charles Bridges,"March 8, 2004","March 8, 2004",English,11513,ASCII,19,4,7788,57945,2004
Balcony Stories,Grace E. King,"March 8, 2004","March 8, 2004",English,11514,ASCII,0,4,4299,38438,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 8, 2004","March 8, 2004",English,11515,ASCII,0,4,1759,15391,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 8, 2004","March 8, 2004",English,11516,ASCII,1,4,1990,15920,2004
Out of Doors--California and Oregon,J. A. Graves,"March 8, 2004","March 8, 2004",English,11517,ASCII,0,4,2857,27866,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 8, 2004","March 8, 2004",English,11518,ASCII,0,4,1954,15545,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"March 8, 2004","March 8, 2004",English,11519,ASCII,0,4,1820,16131,2004
"Bagh O Bahar, Or Tales of the Four Darweshes",Mir Amman of Dihli,"May 17, 2004","May 17, 2004",English,12370,ASCII,0,4,9574,100603,2004
"Atlantic Monthly, Vol. 1, No. 6, April, 1858",Various,"May 18, 2004","May 21, 2005",English,12372,ASCII,0,4,9331,85819,2004
"Atlantic Monthly, Vol. 1, No. 5, March, 1858",Various,"May 18, 2004","May 21, 2005",English,12373,ASCII,0,4,8776,86268,2004
"Atlantic Monthly, Vol. 1, No. 7, May, 1858",Various,"May 18, 2004","May 28, 2005",English,12374,ASCII,0,4,8747,84637,2004
Masters of Space,Walter Kellogg Towers,"May 18, 2004","May 18, 2004",English,12375,ASCII,0,4,6151,54689,2004
Thirty Years in the Itinerancy,Wesson Gage Miller,"May 18, 2004","May 18, 2004",English,12376,ASCII,52,4,9468,92699,2004
The Court of Boyville,William Allen White,"May 18, 2004","May 18, 2004",English,12377,US-ASCII,0,4,3710,33010,2004
"Punch, or the London Charivari, Vol. 99, August 30, 1890.",Various,"May 18, 2004","May 18, 2004",English,12378,ASCII,0,4,1905,13876,2004
Two Thousand Miles On An Automobile,Arthur Jerome Eddy,"May 18, 2004","May 18, 2004",English,12380,ASCII,19,4,9379,82181,2004
The Auchensaugh Renovation of the National Covenant and,The Reformed Presbytery,"May 19, 2004","May 19, 2004",English,12381,ASCII,0,4,5456,56619,2004
"The Poetical Works of William Wordsworth, Vol. III",William Wordsworth,"May 19, 2004","May 19, 2004",English,12383,ASCII,0,4,20247,126872,2004
The Italians,Frances Elliot,"May 19, 2004","May 19, 2004",English,12385,US-ASCII,39,4,14015,119266,2004
Samantha at the St. Louis Exposition,Marietta Holley,"May 19, 2004","May 19, 2004",English,12386,US-ASCII,16,4,7972,76744,2004
